place_name;yr;period;index_nsa
South Carolina;2014;1;30486
South Carolina;2014;2;31001
South Carolina;2014;3;31364
South Carolina;2014;4;31608
South Carolina;2015;1;32169
South Carolina;2015;2;32523
South Carolina;2015;3;32828
South Carolina;2015;4;33200
South Carolina;2016;1;33488
South Carolina;2016;2;34035
South Carolina;2016;3;34837
South Carolina;2016;4;34913
South Carolina;2017;1;35314
South Carolina;2017;2;35929
South Carolina;2017;3;36623
South Carolina;2017;4;36801
South Carolina;2018;1;37629
South Carolina;2018;2;38087
South Carolina;2018;3;38605
South Carolina;2018;4;38760
South Carolina;2019;1;39304
South Carolina;2019;2;40127
South Carolina;2019;3;40669
South Carolina;2019;4;41046
South Carolina;2020;1;41646
South Carolina;2020;2;41965
South Carolina;2020;3;42702
South Carolina;2020;4;43550
South Carolina;2021;1;44565
South Carolina;2021;2;47096
South Carolina;2021;3;49742
South Carolina;2021;4;52062
South Carolina;2022;1;54470
South Carolina;2022;2;58063
South Carolina;2022;3;60189
South Carolina;2022;4;60741
South Carolina;2023;1;61118
South Carolina;2023;2;62928
South Carolina;2023;3;64766
South Carolina;2023;4;65815
South Carolina;2024;1;66067
South Carolina;2024;2;67994
South Carolina;2024;3;68338
South Dakota;1975;1;7497
South Dakota;1975;2;7043
South Dakota;1975;3;6499
South Dakota;1975;4;6384
South Dakota;1976;1;6284
South Dakota;1976;2;6533
South Dakota;1976;3;6880
South Dakota;1976;4;6891
South Dakota;1977;1;6269
South Dakota;1977;2;7053
South Dakota;1977;3;7949
South Dakota;1977;4;8107
South Dakota;1978;1;7706
South Dakota;1978;2;8458
South Dakota;1978;3;8577
South Dakota;1978;4;8579
South Dakota;1979;1;8937
South Dakota;1979;2;9070
South Dakota;1979;3;9937
South Dakota;1979;4;9103
South Dakota;1980;1;10000
South Dakota;1980;2;10707
South Dakota;1980;3;9820
South Dakota;1980;4;9482
South Dakota;1981;1;9236
South Dakota;1981;2;9853
South Dakota;1981;3;10419
South Dakota;1981;4;8894
South Dakota;1982;1;6874
South Dakota;1982;2;11056
South Dakota;1982;3;10648
South Dakota;1982;4;11853
South Dakota;1983;1;10115
South Dakota;1983;2;12161
South Dakota;1983;3;10076
South Dakota;1983;4;9963
South Dakota;1984;1;11358
South Dakota;1984;2;10978
South Dakota;1984;3;11809
South Dakota;1984;4;10669
South Dakota;1985;1;10954
South Dakota;1985;2;10895
South Dakota;1985;3;11299
South Dakota;1985;4;11276
South Dakota;1986;1;11699
South Dakota;1986;2;11808
South Dakota;1986;3;11374
South Dakota;1986;4;11728
South Dakota;1987;1;12074
South Dakota;1987;2;11841
South Dakota;1987;3;11782
South Dakota;1987;4;11915
South Dakota;1988;1;11508
South Dakota;1988;2;11562
South Dakota;1988;3;11851
South Dakota;1988;4;11657
South Dakota;1989;1;12069
South Dakota;1989;2;11705
South Dakota;1989;3;12179
South Dakota;1989;4;11924
South Dakota;1990;1;11970
South Dakota;1990;2;12544
South Dakota;1990;3;12601
South Dakota;1990;4;12539
South Dakota;1991;1;12802
South Dakota;1991;2;13148
South Dakota;1991;3;13019
South Dakota;1991;4;13284
South Dakota;1992;1;13644
South Dakota;1992;2;13655
South Dakota;1992;3;14042
South Dakota;1992;4;14208
South Dakota;1993;1;14367
South Dakota;1993;2;14732
South Dakota;1993;3;15002
South Dakota;1993;4;15222
South Dakota;1994;1;15594
South Dakota;1994;2;15823
South Dakota;1994;3;15958
South Dakota;1994;4;16262
South Dakota;1995;1;16055
South Dakota;1995;2;16609
South Dakota;1995;3;16724
South Dakota;1995;4;17027
South Dakota;1996;1;17295
South Dakota;1996;2;17254
South Dakota;1996;3;17487
South Dakota;1996;4;17388
South Dakota;1997;1;17682
South Dakota;1997;2;17968
South Dakota;1997;3;18135
South Dakota;1997;4;18403
South Dakota;1998;1;18673
South Dakota;1998;2;18762
South Dakota;1998;3;18897
South Dakota;1998;4;18889
South Dakota;1999;1;19187
South Dakota;1999;2;19423
South Dakota;1999;3;19511
South Dakota;1999;4;19632
South Dakota;2000;1;19756
South Dakota;2000;2;20118
South Dakota;2000;3;20469
South Dakota;2000;4;20487
South Dakota;2001;1;20927
South Dakota;2001;2;21236
South Dakota;2001;3;21414
South Dakota;2001;4;21513
South Dakota;2002;1;21805
South Dakota;2002;2;22100
South Dakota;2002;3;22366
South Dakota;2002;4;22495
South Dakota;2003;1;22700
South Dakota;2003;2;22818
South Dakota;2003;3;23231
South Dakota;2003;4;23723
South Dakota;2004;1;23781
South Dakota;2004;2;24216
South Dakota;2004;3;24706
South Dakota;2004;4;25046
South Dakota;2005;1;25391
South Dakota;2005;2;25984
South Dakota;2005;3;26396
South Dakota;2005;4;26812
South Dakota;2006;1;26796
South Dakota;2006;2;27236
South Dakota;2006;3;27705
South Dakota;2006;4;27788
South Dakota;2007;1;28092
South Dakota;2007;2;28364
South Dakota;2007;3;28576
South Dakota;2007;4;28801
South Dakota;2008;1;29115
South Dakota;2008;2;29165
South Dakota;2008;3;29121
South Dakota;2008;4;29322
South Dakota;2009;1;29597
South Dakota;2009;2;29475
South Dakota;2009;3;29143
South Dakota;2009;4;29025
South Dakota;2010;1;28835
South Dakota;2010;2;28798
South Dakota;2010;3;29269
South Dakota;2010;4;29287
South Dakota;2011;1;29110
South Dakota;2011;2;28846
South Dakota;2011;3;29155
South Dakota;2011;4;29321
South Dakota;2012;1;29314
South Dakota;2012;2;29487
South Dakota;2012;3;29632
South Dakota;2012;4;30007
South Dakota;2013;1;30297
South Dakota;2013;2;30421
South Dakota;2013;3;30834
South Dakota;2013;4;30972
South Dakota;2014;1;30928
South Dakota;2014;2;31439
South Dakota;2014;3;31716
South Dakota;2014;4;32005
South Dakota;2015;1;32300
South Dakota;2015;2;32704
South Dakota;2015;3;33051
South Dakota;2015;4;33420
South Dakota;2016;1;33712
South Dakota;2016;2;33983
South Dakota;2016;3;34656
South Dakota;2016;4;34865
South Dakota;2017;1;35164
South Dakota;2017;2;35929
South Dakota;2017;3;36408
South Dakota;2017;4;36536
South Dakota;2018;1;37009
South Dakota;2018;2;37421
South Dakota;2018;3;37912
South Dakota;2018;4;38310
South Dakota;2019;1;38522
South Dakota;2019;2;39114
South Dakota;2019;3;39588
South Dakota;2019;4;40083
South Dakota;2020;1;40611
South Dakota;2020;2;40788
South Dakota;2020;3;41348
South Dakota;2020;4;42391
South Dakota;2021;1;42941
South Dakota;2021;2;45851
South Dakota;2021;3;48409
South Dakota;2021;4;50243
South Dakota;2022;1;51847
South Dakota;2022;2;55451
South Dakota;2022;3;56533
South Dakota;2022;4;56625
South Dakota;2023;1;56868
South Dakota;2023;2;58516
South Dakota;2023;3;59800
South Dakota;2023;4;60229
South Dakota;2024;1;60342
South Dakota;2024;2;61331
South Dakota;2024;3;61806
Tennessee;1975;1;6786
Tennessee;1975;2;6878
Tennessee;1975;3;6775
Tennessee;1975;4;7090
Tennessee;1976;1;7047
Tennessee;1976;2;6870
Tennessee;1976;3;7161
Tennessee;1976;4;7176
Tennessee;1977;1;7473
Tennessee;1977;2;7772
Tennessee;1977;3;7812
Tennessee;1977;4;7952
Tennessee;1978;1;8462
Tennessee;1978;2;8341
Tennessee;1978;3;8684
Tennessee;1978;4;9081
Tennessee;1979;1;9062
Tennessee;1979;2;9174
Tennessee;1979;3;9651
Tennessee;1979;4;9630
Tennessee;1980;1;10000
Tennessee;1980;2;10010
Tennessee;1980;3;9941
Tennessee;1980;4;10000
Tennessee;1981;1;9627
Tennessee;1981;2;10624
Tennessee;1981;3;10869
Tennessee;1981;4;9721
Tennessee;1982;1;10570
Tennessee;1982;2;9868
Tennessee;1982;3;10544
Tennessee;1982;4;10355
Tennessee;1983;1;11007
Tennessee;1983;2;11046
Tennessee;1983;3;11208
Tennessee;1983;4;11350
Tennessee;1984;1;10989
Tennessee;1984;2;11600
Tennessee;1984;3;10906
Tennessee;1984;4;11872
Tennessee;1985;1;12075
Tennessee;1985;2;12160
Tennessee;1985;3;12394
Tennessee;1985;4;12549
Tennessee;1986;1;12815
Tennessee;1986;2;13012
Tennessee;1986;3;13231
Tennessee;1986;4;13428
Tennessee;1987;1;13775
Tennessee;1987;2;14017
Tennessee;1987;3;14049
Tennessee;1987;4;14244
Tennessee;1988;1;14359
Tennessee;1988;2;14432
Tennessee;1988;3;14437
Tennessee;1988;4;14397
Tennessee;1989;1;14495
Tennessee;1989;2;14592
Tennessee;1989;3;14650
Tennessee;1989;4;14661
Tennessee;1990;1;14707
Tennessee;1990;2;14686
Tennessee;1990;3;14667
Tennessee;1990;4;14620
Tennessee;1991;1;14746
Tennessee;1991;2;14816
Tennessee;1991;3;14852
Tennessee;1991;4;15092
Tennessee;1992;1;15221
Tennessee;1992;2;15179
Tennessee;1992;3;15515
Tennessee;1992;4;15494
Tennessee;1993;1;15561
Tennessee;1993;2;15780
Tennessee;1993;3;15987
Tennessee;1993;4;16147
Tennessee;1994;1;16321
Tennessee;1994;2;16541
Tennessee;1994;3;16794
Tennessee;1994;4;16915
Tennessee;1995;1;17160
Tennessee;1995;2;17492
Tennessee;1995;3;17750
Tennessee;1995;4;18007
Tennessee;1996;1;18291
Tennessee;1996;2;18460
Tennessee;1996;3;18672
Tennessee;1996;4;18831
Tennessee;1997;1;19080
Tennessee;1997;2;19246
Tennessee;1997;3;19490
Tennessee;1997;4;19758
Tennessee;1998;1;20108
Tennessee;1998;2;20253
Tennessee;1998;3;20504
Tennessee;1998;4;20737
Tennessee;1999;1;20935
Tennessee;1999;2;20982
Tennessee;1999;3;21111
Tennessee;1999;4;21195
Tennessee;2000;1;21381
Tennessee;2000;2;21498
Tennessee;2000;3;21712
Tennessee;2000;4;21908
Tennessee;2001;1;22453
Tennessee;2001;2;22569
Tennessee;2001;3;22710
Tennessee;2001;4;22978
Tennessee;2002;1;23082
Tennessee;2002;2;23125
Tennessee;2002;3;23462
Tennessee;2002;4;23671
Tennessee;2003;1;23827
Tennessee;2003;2;24027
Tennessee;2003;3;24188
Tennessee;2003;4;24447
Tennessee;2004;1;24647
Tennessee;2004;2;24927
Tennessee;2004;3;25278
Tennessee;2004;4;25585
Tennessee;2005;1;25943
Tennessee;2005;2;26508
Tennessee;2005;3;27044
Tennessee;2005;4;27471
Tennessee;2006;1;27924
Tennessee;2006;2;28465
Tennessee;2006;3;28824
Tennessee;2006;4;29355
Tennessee;2007;1;29635
Tennessee;2007;2;29991
Tennessee;2007;3;30021
Tennessee;2007;4;30235
Tennessee;2008;1;30360
Tennessee;2008;2;30247
Tennessee;2008;3;29796
Tennessee;2008;4;29922
Tennessee;2009;1;30184
Tennessee;2009;2;29880
Tennessee;2009;3;29189
Tennessee;2009;4;28909
Tennessee;2010;1;28635
Tennessee;2010;2;28499
Tennessee;2010;3;28913
Tennessee;2010;4;28702
Tennessee;2011;1;28017
Tennessee;2011;2;27660
Tennessee;2011;3;27977
Tennessee;2011;4;28053
Tennessee;2012;1;27807
Tennessee;2012;2;27691
Tennessee;2012;3;27998
Tennessee;2012;4;28047
Tennessee;2013;1;28069
Tennessee;2013;2;28321
Tennessee;2013;3;28390
Tennessee;2013;4;28545
Tennessee;2014;1;28687
Tennessee;2014;2;29281
Tennessee;2014;3;29540
Tennessee;2014;4;29930
Tennessee;2015;1;30197
Tennessee;2015;2;30551
Tennessee;2015;3;31105
Tennessee;2015;4;31377
Tennessee;2016;1;31789
Tennessee;2016;2;32379
Tennessee;2016;3;32981
Tennessee;2016;4;33414
Tennessee;2017;1;33800
Tennessee;2017;2;34651
Tennessee;2017;3;35340
Tennessee;2017;4;35793
Tennessee;2018;1;36352
Tennessee;2018;2;37144
Tennessee;2018;3;37712
Tennessee;2018;4;38087
Tennessee;2019;1;38501
Tennessee;2019;2;39262
Tennessee;2019;3;39832
Tennessee;2019;4;40320
Tennessee;2020;1;40919
Tennessee;2020;2;41379
Tennessee;2020;3;42263
Tennessee;2020;4;43298
Tennessee;2021;1;44542
Tennessee;2021;2;47322
Tennessee;2021;3;50494
Tennessee;2021;4;53117
Tennessee;2022;1;55817
Tennessee;2022;2;60143
Tennessee;2022;3;61897
Tennessee;2022;4;61789
Tennessee;2023;1;62364
Tennessee;2023;2;63880
Tennessee;2023;3;64491
Tennessee;2023;4;65274
Tennessee;2024;1;66183
Tennessee;2024;2;67504
Tennessee;2024;3;68219
Texas;1975;1;5587
Texas;1975;2;5855
Texas;1975;3;5618
Texas;1975;4;5923
Texas;1976;1;5849
Texas;1976;2;6349
Texas;1976;3;6334
Texas;1976;4;6306
Texas;1977;1;6594
Texas;1977;2;7159
Texas;1977;3;6938
Texas;1977;4;7346
Texas;1978;1;7662
Texas;1978;2;7889
Texas;1978;3;8121
Texas;1978;4;8544
Texas;1979;1;8946
Texas;1979;2;9281
Texas;1979;3;9517
Texas;1979;4;9696
Texas;1980;1;10000
Texas;1980;2;10447
Texas;1980;3;10393
Texas;1980;4;10569
Texas;1981;1;10447
Texas;1981;2;11109
Texas;1981;3;11441
Texas;1981;4;11216
Texas;1982;1;12242
Texas;1982;2;11894
Texas;1982;3;11795
Texas;1982;4;12079
Texas;1983;1;12563
Texas;1983;2;12586
Texas;1983;3;12571
Texas;1983;4;12630
Texas;1984;1;12505
Texas;1984;2;12624
Texas;1984;3;12867
Texas;1984;4;12808
Texas;1985;1;12673
Texas;1985;2;12779
Texas;1985;3;12771
Texas;1985;4;12647
Texas;1986;1;12947
Texas;1986;2;13156
Texas;1986;3;12887
Texas;1986;4;12654
Texas;1987;1;12684
Texas;1987;2;12302
Texas;1987;3;11830
Texas;1987;4;11471
Texas;1988;1;11471
Texas;1988;2;11664
Texas;1988;3;11401
Texas;1988;4;11314
Texas;1989;1;11338
Texas;1989;2;11436
Texas;1989;3;11661
Texas;1989;4;11634
Texas;1990;1;11608
Texas;1990;2;11695
Texas;1990;3;11780
Texas;1990;4;11691
Texas;1991;1;11834
Texas;1991;2;11955
Texas;1991;3;11969
Texas;1991;4;12108
Texas;1992;1;12307
Texas;1992;2;12263
Texas;1992;3;12469
Texas;1992;4;12521
Texas;1993;1;12560
Texas;1993;2;12673
Texas;1993;3;12819
Texas;1993;4;12942
Texas;1994;1;13004
Texas;1994;2;13022
Texas;1994;3;13033
Texas;1994;4;12968
Texas;1995;1;12962
Texas;1995;2;13183
Texas;1995;3;13345
Texas;1995;4;13430
Texas;1996;1;13566
Texas;1996;2;13541
Texas;1996;3;13572
Texas;1996;4;13621
Texas;1997;1;13686
Texas;1997;2;13786
Texas;1997;3;13915
Texas;1997;4;14082
Texas;1998;1;14307
Texas;1998;2;14410
Texas;1998;3;14643
Texas;1998;4;14802
Texas;1999;1;14938
Texas;1999;2;15228
Texas;1999;3;15480
Texas;1999;4;15658
Texas;2000;1;15895
Texas;2000;2;16160
Texas;2000;3;16401
Texas;2000;4;16591
Texas;2001;1;17061
Texas;2001;2;17287
Texas;2001;3;17415
Texas;2001;4;17610
Texas;2002;1;17661
Texas;2002;2;17812
Texas;2002;3;18089
Texas;2002;4;18278
Texas;2003;1;18366
Texas;2003;2;18484
Texas;2003;3;18545
Texas;2003;4;18656
Texas;2004;1;18747
Texas;2004;2;18937
Texas;2004;3;19090
Texas;2004;4;19310
Texas;2005;1;19411
Texas;2005;2;19725
Texas;2005;3;20044
Texas;2005;4;20277
Texas;2006;1;20516
Texas;2006;2;20840
Texas;2006;3;21147
Texas;2006;4;21440
Texas;2007;1;21716
Texas;2007;2;22082
Texas;2007;3;22156
Texas;2007;4;22321
Texas;2008;1;22445
Texas;2008;2;22516
Texas;2008;3;22439
Texas;2008;4;22477
Texas;2009;1;22742
Texas;2009;2;22592
Texas;2009;3;22372
Texas;2009;4;22315
Texas;2010;1;22171
Texas;2010;2;22192
Texas;2010;3;22329
Texas;2010;4;22229
Texas;2011;1;21900
Texas;2011;2;21797
Texas;2011;3;21981
Texas;2011;4;22002
Texas;2012;1;21987
Texas;2012;2;22139
Texas;2012;3;22337
Texas;2012;4;22498
Texas;2013;1;22662
Texas;2013;2;23071
Texas;2013;3;23455
Texas;2013;4;23731
Texas;2014;1;24123
Texas;2014;2;24738
Texas;2014;3;25187
Texas;2014;4;25490
Texas;2015;1;25862
Texas;2015;2;26511
Texas;2015;3;27078
Texas;2015;4;27302
Texas;2016;1;27695
Texas;2016;2;28407
Texas;2016;3;28982
Texas;2016;4;29274
Texas;2017;1;29662
Texas;2017;2;30547
Texas;2017;3;30989
Texas;2017;4;31269
Texas;2018;1;31691
Texas;2018;2;32385
Texas;2018;3;32805
Texas;2018;4;32904
Texas;2019;1;33301
Texas;2019;2;33891
Texas;2019;3;34285
Texas;2019;4;34543
Texas;2020;1;34918
Texas;2020;2;35178
Texas;2020;3;35716
Texas;2020;4;36533
Texas;2021;1;37400
Texas;2021;2;39580
Texas;2021;3;42102
Texas;2021;4;43836
Texas;2022;1;45884
Texas;2022;2;49090
Texas;2022;3;50218
Texas;2022;4;49694
Texas;2023;1;49768
Texas;2023;2;50433
Texas;2023;3;51216
Texas;2023;4;51041
Texas;2024;1;51563
Texas;2024;2;52241
Texas;2024;3;52287
Utah;1975;1;5517
Utah;1975;2;5885
Utah;1975;3;5533
Utah;1975;4;5991
Utah;1976;1;6177
Utah;1976;2;6170
Utah;1976;3;6475
Utah;1976;4;6429
Utah;1977;1;6982
Utah;1977;2;7114
Utah;1977;3;7482
Utah;1977;4;7499
Utah;1978;1;8158
Utah;1978;2;8399
Utah;1978;3;8693
Utah;1978;4;9028
Utah;1979;1;9482
Utah;1979;2;9753
Utah;1979;3;9785
Utah;1979;4;9962
Utah;1980;1;10000
Utah;1980;2;9858
Utah;1980;3;10345
Utah;1980;4;10451
Utah;1981;1;10623
Utah;1981;2;10980
Utah;1981;3;10867
Utah;1981;4;11027
Utah;1982;1;10663
Utah;1982;2;10855
Utah;1982;3;11188
Utah;1982;4;11369
Utah;1983;1;11411
Utah;1983;2;11550
Utah;1983;3;11167
Utah;1983;4;11269
Utah;1984;1;11228
Utah;1984;2;11413
Utah;1984;3;11499
Utah;1984;4;11223
Utah;1985;1;11669
Utah;1985;2;11604
Utah;1985;3;11639
Utah;1985;4;11525
Utah;1986;1;11924
Utah;1986;2;11889
Utah;1986;3;11826
Utah;1986;4;11799
Utah;1987;1;11933
Utah;1987;2;11793
Utah;1987;3;11364
Utah;1987;4;11270
Utah;1988;1;11282
Utah;1988;2;11441
Utah;1988;3;11206
Utah;1988;4;11242
Utah;1989;1;11328
Utah;1989;2;11325
Utah;1989;3;11559
Utah;1989;4;11559
Utah;1990;1;11657
Utah;1990;2;11812
Utah;1990;3;11902
Utah;1990;4;11892
Utah;1991;1;12262
Utah;1991;2;12487
Utah;1991;3;12501
Utah;1991;4;12778
Utah;1992;1;12970
Utah;1992;2;13173
Utah;1992;3;13394
Utah;1992;4;13746
Utah;1993;1;14042
Utah;1993;2;14485
Utah;1993;3;15008
Utah;1993;4;15566
Utah;1994;1;16192
Utah;1994;2;17092
Utah;1994;3;17662
Utah;1994;4;17980
Utah;1995;1;18443
Utah;1995;2;18957
Utah;1995;3;19606
Utah;1995;4;20015
Utah;1996;1;20475
Utah;1996;2;20717
Utah;1996;3;21068
Utah;1996;4;21448
Utah;1997;1;21806
Utah;1997;2;21925
Utah;1997;3;22357
Utah;1997;4;22750
Utah;1998;1;23014
Utah;1998;2;23235
Utah;1998;3;23459
Utah;1998;4;23684
Utah;1999;1;23810
Utah;1999;2;23715
Utah;1999;3;23444
Utah;1999;4;23546
Utah;2000;1;23661
Utah;2000;2;23660
Utah;2000;3;23907
Utah;2000;4;24243
Utah;2001;1;24787
Utah;2001;2;24842
Utah;2001;3;24864
Utah;2001;4;25123
Utah;2002;1;25081
Utah;2002;2;25031
Utah;2002;3;25345
Utah;2002;4;25478
Utah;2003;1;25545
Utah;2003;2;25639
Utah;2003;3;25711
Utah;2003;4;25732
Utah;2004;1;25982
Utah;2004;2;26227
Utah;2004;3;26554
Utah;2004;4;27079
Utah;2005;1;27574
Utah;2005;2;28453
Utah;2005;3;29506
Utah;2005;4;30481
Utah;2006;1;31512
Utah;2006;2;32845
Utah;2006;3;34298
Utah;2006;4;35601
Utah;2007;1;36688
Utah;2007;2;37583
Utah;2007;3;38047
Utah;2007;4;38350
Utah;2008;1;38250
Utah;2008;2;37639
Utah;2008;3;36497
Utah;2008;4;36419
Utah;2009;1;36132
Utah;2009;2;34757
Utah;2009;3;33284
Utah;2009;4;32890
Utah;2010;1;32400
Utah;2010;2;31934
Utah;2010;3;32206
Utah;2010;4;32036
Utah;2011;1;30611
Utah;2011;2;29942
Utah;2011;3;30495
Utah;2011;4;30634
Utah;2012;1;30565
Utah;2012;2;30402
Utah;2012;3;31047
Utah;2012;4;31578
Utah;2013;1;31858
Utah;2013;2;32754
Utah;2013;3;33515
Utah;2013;4;33949
Utah;2014;1;34156
Utah;2014;2;34804
Utah;2014;3;35187
Utah;2014;4;35600
Utah;2015;1;35956
Utah;2015;2;36547
Utah;2015;3;37270
Utah;2015;4;37773
Utah;2016;1;38322
Utah;2016;2;39191
Utah;2016;3;40102
Utah;2016;4;40567
Utah;2017;1;41283
Utah;2017;2;42655
Utah;2017;3;43654
Utah;2017;4;44235
Utah;2018;1;45154
Utah;2018;2;46662
Utah;2018;3;47634
Utah;2018;4;48254
Utah;2019;1;49088
Utah;2019;2;50080
Utah;2019;3;50895
Utah;2019;4;51643
Utah;2020;1;52327
Utah;2020;2;53275
Utah;2020;3;54558
Utah;2020;4;56459
Utah;2021;1;58768
Utah;2021;2;64476
Utah;2021;3;69427
Utah;2021;4;72041
Utah;2022;1;75463
Utah;2022;2;81236
Utah;2022;3;80699
Utah;2022;4;78282
Utah;2023;1;77632
Utah;2023;2;79427
Utah;2023;3;79974
Utah;2023;4;79793
Utah;2024;1;80631
Utah;2024;2;82688
Utah;2024;3;83159
Virginia;1975;1;6976
Virginia;1975;2;6673
Virginia;1975;3;6744
Virginia;1975;4;6785
Virginia;1976;1;6934
Virginia;1976;2;6855
Virginia;1976;3;7060
Virginia;1976;4;7210
Virginia;1977;1;7305
Virginia;1977;2;7510
Virginia;1977;3;7727
Virginia;1977;4;7899
Virginia;1978;1;8043
Virginia;1978;2;8336
Virginia;1978;3;8614
Virginia;1978;4;8927
Virginia;1979;1;8945
Virginia;1979;2;9163
Virginia;1979;3;9468
Virginia;1979;4;9545
Virginia;1980;1;10000
Virginia;1980;2;10115
Virginia;1980;3;10442
Virginia;1980;4;10432
Virginia;1981;1;10610
Virginia;1981;2;10557
Virginia;1981;3;10616
Virginia;1981;4;10978
Virginia;1982;1;9774
Virginia;1982;2;10944
Virginia;1982;3;10376
Virginia;1982;4;11278
Virginia;1983;1;11524
Virginia;1983;2;11804
Virginia;1983;3;11891
Virginia;1983;4;11865
Virginia;1984;1;12140
Virginia;1984;2;12325
Virginia;1984;3;12487
Virginia;1984;4;12442
Virginia;1985;1;12749
Virginia;1985;2;12959
Virginia;1985;3;13148
Virginia;1985;4;13222
Virginia;1986;1;13450
Virginia;1986;2;13696
Virginia;1986;3;13995
Virginia;1986;4;14239
Virginia;1987;1;14542
Virginia;1987;2;14946
Virginia;1987;3;15672
Virginia;1987;4;16022
Virginia;1988;1;16489
Virginia;1988;2;17042
Virginia;1988;3;17454
Virginia;1988;4;17805
Virginia;1989;1;18134
Virginia;1989;2;18524
Virginia;1989;3;18784
Virginia;1989;4;18920
Virginia;1990;1;18916
Virginia;1990;2;18944
Virginia;1990;3;18885
Virginia;1990;4;18673
Virginia;1991;1;18784
Virginia;1991;2;18843
Virginia;1991;3;18696
Virginia;1991;4;19028
Virginia;1992;1;19139
Virginia;1992;2;18967
Virginia;1992;3;19206
Virginia;1992;4;19272
Virginia;1993;1;19216
Virginia;1993;2;19328
Virginia;1993;3;19366
Virginia;1993;4;19471
Virginia;1994;1;19495
Virginia;1994;2;19477
Virginia;1994;3;19441
Virginia;1994;4;19414
Virginia;1995;1;19358
Virginia;1995;2;19604
Virginia;1995;3;19833
Virginia;1995;4;19911
Virginia;1996;1;20124
Virginia;1996;2;20065
Virginia;1996;3;19982
Virginia;1996;4;20148
Virginia;1997;1;20284
Virginia;1997;2;20314
Virginia;1997;3;20536
Virginia;1997;4;20740
Virginia;1998;1;20906
Virginia;1998;2;21000
Virginia;1998;3;21160
Virginia;1998;4;21366
Virginia;1999;1;21608
Virginia;1999;2;21884
Virginia;1999;3;22256
Virginia;1999;4;22555
Virginia;2000;1;22936
Virginia;2000;2;23410
Virginia;2000;3;23827
Virginia;2000;4;24229
Virginia;2001;1;24840
Virginia;2001;2;25416
Virginia;2001;3;25984
Virginia;2001;4;26344
Virginia;2002;1;26859
Virginia;2002;2;27614
Virginia;2002;3;28321
Virginia;2002;4;28710
Virginia;2003;1;29144
Virginia;2003;2;29619
Virginia;2003;3;30329
Virginia;2003;4;31556
Virginia;2004;1;32362
Virginia;2004;2;33610
Virginia;2004;3;35748
Virginia;2004;4;36993
Virginia;2005;1;38462
Virginia;2005;2;40650
Virginia;2005;3;42599
Virginia;2005;4;43789
Virginia;2006;1;44775
Virginia;2006;2;45613
Virginia;2006;3;45904
Virginia;2006;4;46549
Virginia;2007;1;46749
Virginia;2007;2;46868
Virginia;2007;3;46273
Virginia;2007;4;46157
Virginia;2008;1;45920
Virginia;2008;2;44612
Virginia;2008;3;43383
Virginia;2008;4;43029
Virginia;2009;1;43199
Virginia;2009;2;42118
Virginia;2009;3;41180
Virginia;2009;4;40870
Virginia;2010;1;40321
Virginia;2010;2;40054
Virginia;2010;3;40460
Virginia;2010;4;40240
Virginia;2011;1;39296
Virginia;2011;2;38810
Virginia;2011;3;39137
Virginia;2011;4;39415
Virginia;2012;1;38978
Virginia;2012;2;38723
Virginia;2012;3;39204
Virginia;2012;4;39367
Virginia;2013;1;39318
Virginia;2013;2;39687
Virginia;2013;3;39760
Virginia;2013;4;39748
Virginia;2014;1;39894
Virginia;2014;2;40521
Virginia;2014;3;40813
Virginia;2014;4;41141
Virginia;2015;1;41361
Virginia;2015;2;41719
Virginia;2015;3;41875
Virginia;2015;4;42060
Virginia;2016;1;41977
Virginia;2016;2;42670
Virginia;2016;3;43084
Virginia;2016;4;43263
Virginia;2017;1;43187
Virginia;2017;2;44056
Virginia;2017;3;44309
Virginia;2017;4;44483
Virginia;2018;1;44932
Virginia;2018;2;45476
Virginia;2018;3;45729
Virginia;2018;4;45756
Virginia;2019;1;46292
Virginia;2019;2;47198
Virginia;2019;3;47697
Virginia;2019;4;48050
Virginia;2020;1;48574
Virginia;2020;2;49115
Virginia;2020;3;49950
Virginia;2020;4;50872
Virginia;2021;1;51942
Virginia;2021;2;54338
Virginia;2021;3;56849
Virginia;2021;4;58203
Virginia;2022;1;60031
Virginia;2022;2;63972
Virginia;2022;3;64753
Virginia;2022;4;64685
Virginia;2023;1;65562
Virginia;2023;2;67940
Virginia;2023;3;68986
Virginia;2023;4;69162
Virginia;2024;1;70314
Virginia;2024;2;72754
Virginia;2024;3;73352
Vermont;1975;1;7737
Vermont;1975;2;7680
Vermont;1975;3;6711
Vermont;1975;4;7287
Vermont;1976;1;11703
Vermont;1976;2;5751
Vermont;1976;3;8125
Vermont;1976;4;7962
Vermont;1977;1;11555
Vermont;1977;2;8221
Vermont;1977;3;7630
Vermont;1977;4;7711
Vermont;1978;1;9077
Vermont;1978;2;9200
Vermont;1978;3;9960
Vermont;1978;4;8859
Vermont;1979;1;9452
Vermont;1979;2;8829
Vermont;1979;3;9553
Vermont;1979;4;10898
Vermont;1980;1;10000
Vermont;1980;2;10100
Vermont;1980;3;10463
Vermont;1980;4;11160
Vermont;1981;1;11043
Vermont;1981;2;10832
Vermont;1981;3;10117
Vermont;1981;4;6293
Vermont;1982;1;12230
Vermont;1982;2;11698
Vermont;1982;3;10820
Vermont;1982;4;11398
Vermont;1983;1;11778
Vermont;1983;2;11245
