place_name;yr;period;index_nsa
Alaska;1975;1;6164
Alaska;1975;2;6379
Alaska;1975;3;6748
Alaska;1975;4;6876
Alaska;1976;1;7046
Alaska;1976;2;6984
Alaska;1976;3;7489
Alaska;1976;4;7230
Alaska;1977;1;7883
Alaska;1977;2;7963
Alaska;1977;3;8138
Alaska;1977;4;7921
Alaska;1978;1;7889
Alaska;1978;2;8608
Alaska;1978;3;8767
Alaska;1978;4;8692
Alaska;1979;1;8891
Alaska;1979;2;10056
Alaska;1979;3;9293
Alaska;1979;4;9531
Alaska;1980;1;10000
Alaska;1980;2;8240
Alaska;1980;3;7382
Alaska;1980;4;9440
Alaska;1981;1;8932
Alaska;1981;2;10806
Alaska;1981;3;11581
Alaska;1981;4;12854
Alaska;1982;1;13590
Alaska;1982;2;12988
Alaska;1982;3;14009
Alaska;1982;4;13613
Alaska;1983;1;13811
Alaska;1983;2;13952
Alaska;1983;3;14551
Alaska;1983;4;14522
Alaska;1984;1;14932
Alaska;1984;2;14705
Alaska;1984;3;15360
Alaska;1984;4;15151
Alaska;1985;1;14395
Alaska;1985;2;14441
Alaska;1985;3;14510
Alaska;1985;4;14094
Alaska;1986;1;14173
Alaska;1986;2;14434
Alaska;1986;3;13970
Alaska;1986;4;13644
Alaska;1987;1;13293
Alaska;1987;2;12352
Alaska;1987;3;11546
Alaska;1987;4;10454
Alaska;1988;1;12067
Alaska;1988;2;11467
Alaska;1988;3;12565
Alaska;1988;4;13138
Alaska;1989;1;12795
Alaska;1989;2;10375
Alaska;1989;3;10346
Alaska;1989;4;10149
Alaska;1990;1;9824
Alaska;1990;2;11176
Alaska;1990;3;12133
Alaska;1990;4;11939
Alaska;1991;1;12364
Alaska;1991;2;12659
Alaska;1991;3;13054
Alaska;1991;4;13067
Alaska;1992;1;13249
Alaska;1992;2;13366
Alaska;1992;3;13439
Alaska;1992;4;13489
Alaska;1993;1;13473
Alaska;1993;2;13522
Alaska;1993;3;13768
Alaska;1993;4;13848
Alaska;1994;1;13960
Alaska;1994;2;14290
Alaska;1994;3;14452
Alaska;1994;4;14380
Alaska;1995;1;14591
Alaska;1995;2;14847
Alaska;1995;3;14996
Alaska;1995;4;15049
Alaska;1996;1;15291
Alaska;1996;2;15530
Alaska;1996;3;15587
Alaska;1996;4;15786
Alaska;1997;1;15767
Alaska;1997;2;15889
Alaska;1997;3;16022
Alaska;1997;4;16222
Alaska;1998;1;16204
Alaska;1998;2;16477
Alaska;1998;3;16629
Alaska;1998;4;16600
Alaska;1999;1;16791
Alaska;1999;2;17153
Alaska;1999;3;17123
Alaska;1999;4;17129
Alaska;2000;1;17102
Alaska;2000;2;17338
Alaska;2000;3;17454
Alaska;2000;4;17495
Alaska;2001;1;17804
Alaska;2001;2;18165
Alaska;2001;3;18426
Alaska;2001;4;18464
Alaska;2002;1;18741
Alaska;2002;2;19280
Alaska;2002;3;19405
Alaska;2002;4;19358
Alaska;2003;1;19491
Alaska;2003;2;19798
Alaska;2003;3;20253
Alaska;2003;4;21042
Alaska;2004;1;21160
Alaska;2004;2;21681
Alaska;2004;3;22802
Alaska;2004;4;23029
Alaska;2005;1;23591
Alaska;2005;2;24470
Alaska;2005;3;25367
Alaska;2005;4;26124
Alaska;2006;1;26566
Alaska;2006;2;27191
Alaska;2006;3;27733
Alaska;2006;4;27889
Alaska;2007;1;28271
Alaska;2007;2;28552
Alaska;2007;3;28456
Alaska;2007;4;28398
Alaska;2008;1;28375
Alaska;2008;2;28428
Alaska;2008;3;28077
Alaska;2008;4;28311
Alaska;2009;1;28396
Alaska;2009;2;28105
Alaska;2009;3;27997
Alaska;2009;4;28131
Alaska;2010;1;27714
Alaska;2010;2;27941
Alaska;2010;3;28129
Alaska;2010;4;28204
Alaska;2011;1;28156
Alaska;2011;2;28113
Alaska;2011;3;28216
Alaska;2011;4;28409
Alaska;2012;1;28223
Alaska;2012;2;28126
Alaska;2012;3;28430
Alaska;2012;4;28646
Alaska;2013;1;28986
Alaska;2013;2;29044
Alaska;2013;3;29294
Alaska;2013;4;29430
Alaska;2014;1;29179
Alaska;2014;2;29795
Alaska;2014;3;30141
Alaska;2014;4;30081
Alaska;2015;1;30366
Alaska;2015;2;30660
Alaska;2015;3;31030
Alaska;2015;4;31056
Alaska;2016;1;31170
Alaska;2016;2;31389
Alaska;2016;3;31587
Alaska;2016;4;31368
Alaska;2017;1;31541
Alaska;2017;2;31608
Alaska;2017;3;31971
Alaska;2017;4;32022
Alaska;2018;1;31946
Alaska;2018;2;32154
Alaska;2018;3;32210
Alaska;2018;4;32136
Alaska;2019;1;32434
Alaska;2019;2;32835
Alaska;2019;3;33063
Alaska;2019;4;33027
Alaska;2020;1;33417
Alaska;2020;2;33731
Alaska;2020;3;34161
Alaska;2020;4;34443
Alaska;2021;1;34819
Alaska;2021;2;36122
Alaska;2021;3;37769
Alaska;2021;4;38315
Alaska;2022;1;39318
Alaska;2022;2;41602
Alaska;2022;3;42083
Alaska;2022;4;41507
Alaska;2023;1;42828
Alaska;2023;2;43829
Alaska;2023;3;44123
Alaska;2023;4;43602
Alaska;2024;1;44582
Alaska;2024;2;46178
Alaska;2024;3;46773
Alabama;1975;1;7511
Alabama;1975;2;7211
Alabama;1975;3;7451
Alabama;1975;4;7144
Alabama;1976;1;7692
Alabama;1976;2;7407
Alabama;1976;3;7702
Alabama;1976;4;7950
Alabama;1977;1;8108
Alabama;1977;2;8339
Alabama;1977;3;8836
Alabama;1977;4;8903
Alabama;1978;1;8849
Alabama;1978;2;8849
Alabama;1978;3;9654
Alabama;1978;4;9628
Alabama;1979;1;9938
Alabama;1979;2;10001
Alabama;1979;3;10137
Alabama;1979;4;10765
Alabama;1980;1;10000
Alabama;1980;2;10307
Alabama;1980;3;10975
Alabama;1980;4;10867
Alabama;1981;1;10528
Alabama;1981;2;10878
Alabama;1981;3;11222
Alabama;1981;4;10623
Alabama;1982;1;10897
Alabama;1982;2;10688
Alabama;1982;3;10747
Alabama;1982;4;11533
Alabama;1983;1;11472
Alabama;1983;2;11431
Alabama;1983;3;11664
Alabama;1983;4;11363
Alabama;1984;1;12338
Alabama;1984;2;11993
Alabama;1984;3;12462
Alabama;1984;4;12098
Alabama;1985;1;12119
Alabama;1985;2;12440
Alabama;1985;3;12714
Alabama;1985;4;12794
Alabama;1986;1;12930
Alabama;1986;2;13167
Alabama;1986;3;13312
Alabama;1986;4;13572
Alabama;1987;1;13786
Alabama;1987;2;13889
Alabama;1987;3;13946
Alabama;1987;4;13812
Alabama;1988;1;14176
Alabama;1988;2;14285
Alabama;1988;3;14251
Alabama;1988;4;14105
Alabama;1989;1;14127
Alabama;1989;2;14315
Alabama;1989;3;14529
Alabama;1989;4;14635
Alabama;1990;1;14526
Alabama;1990;2;14645
Alabama;1990;3;14710
Alabama;1990;4;14721
Alabama;1991;1;14849
Alabama;1991;2;15067
Alabama;1991;3;15151
Alabama;1991;4;15398
Alabama;1992;1;15523
Alabama;1992;2;15541
Alabama;1992;3;15835
Alabama;1992;4;15969
Alabama;1993;1;16077
Alabama;1993;2;16252
Alabama;1993;3;16541
Alabama;1993;4;16687
Alabama;1994;1;16795
Alabama;1994;2;16999
Alabama;1994;3;17070
Alabama;1994;4;17081
Alabama;1995;1;17240
Alabama;1995;2;17582
Alabama;1995;3;17859
Alabama;1995;4;17996
Alabama;1996;1;18312
Alabama;1996;2;18311
Alabama;1996;3;18345
Alabama;1996;4;18562
Alabama;1997;1;18771
Alabama;1997;2;18897
Alabama;1997;3;19188
Alabama;1997;4;19434
Alabama;1998;1;19758
Alabama;1998;2;19909
Alabama;1998;3;20125
Alabama;1998;4;20375
Alabama;1999;1;20443
Alabama;1999;2;20528
Alabama;1999;3;20562
Alabama;1999;4;20724
Alabama;2000;1;20795
Alabama;2000;2;20969
Alabama;2000;3;21136
Alabama;2000;4;21404
Alabama;2001;1;22027
Alabama;2001;2;22120
Alabama;2001;3;22279
Alabama;2001;4;22530
Alabama;2002;1;22569
Alabama;2002;2;22686
Alabama;2002;3;23020
Alabama;2002;4;23291
Alabama;2003;1;23526
Alabama;2003;2;23734
Alabama;2003;3;23896
Alabama;2003;4;24051
Alabama;2004;1;24276
Alabama;2004;2;24432
Alabama;2004;3;24881
Alabama;2004;4;25248
Alabama;2005;1;25586
Alabama;2005;2;26195
Alabama;2005;3;26742
Alabama;2005;4;27290
Alabama;2006;1;27832
Alabama;2006;2;28295
Alabama;2006;3;28748
Alabama;2006;4;29298
Alabama;2007;1;29491
Alabama;2007;2;29901
Alabama;2007;3;29973
Alabama;2007;4;30199
Alabama;2008;1;30392
Alabama;2008;2;30272
Alabama;2008;3;30043
Alabama;2008;4;30198
Alabama;2009;1;30417
Alabama;2009;2;30088
Alabama;2009;3;29377
Alabama;2009;4;29283
Alabama;2010;1;28867
Alabama;2010;2;28431
Alabama;2010;3;28816
Alabama;2010;4;28574
Alabama;2011;1;27822
Alabama;2011;2;27453
Alabama;2011;3;27665
Alabama;2011;4;27880
Alabama;2012;1;27589
Alabama;2012;2;27399
Alabama;2012;3;27590
Alabama;2012;4;27642
Alabama;2013;1;27363
Alabama;2013;2;27425
Alabama;2013;3;27371
Alabama;2013;4;27260
Alabama;2014;1;27430
Alabama;2014;2;27496
Alabama;2014;3;27802
Alabama;2014;4;27934
Alabama;2015;1;28233
Alabama;2015;2;28309
Alabama;2015;3;28477
Alabama;2015;4;28659
Alabama;2016;1;28738
Alabama;2016;2;29145
Alabama;2016;3;29595
Alabama;2016;4;29496
Alabama;2017;1;29653
Alabama;2017;2;30016
Alabama;2017;3;30300
Alabama;2017;4;30489
Alabama;2018;1;30829
Alabama;2018;2;31282
Alabama;2018;3;31593
Alabama;2018;4;31642
Alabama;2019;1;32229
Alabama;2019;2;32681
Alabama;2019;3;33160
Alabama;2019;4;33548
Alabama;2020;1;33935
Alabama;2020;2;34425
Alabama;2020;3;35091
Alabama;2020;4;35826
Alabama;2021;1;36571
Alabama;2021;2;38282
Alabama;2021;3;40447
Alabama;2021;4;42101
Alabama;2022;1;43317
Alabama;2022;2;45767
Alabama;2022;3;47164
Alabama;2022;4;47165
Alabama;2023;1;47795
Alabama;2023;2;48710
Alabama;2023;3;49772
Alabama;2023;4;49568
Alabama;2024;1;50232
Alabama;2024;2;51588
Alabama;2024;3;52146
Arkansas;1975;1;6654
Arkansas;1975;2;6025
Arkansas;1975;3;6491
Arkansas;1975;4;6282
Arkansas;1976;1;6691
Arkansas;1976;2;6858
Arkansas;1976;3;7097
Arkansas;1976;4;7211
Arkansas;1977;1;7287
Arkansas;1977;2;7485
Arkansas;1977;3;7825
Arkansas;1977;4;8090
Arkansas;1978;1;8086
Arkansas;1978;2;8344
Arkansas;1978;3;8608
Arkansas;1978;4;8613
Arkansas;1979;1;9172
Arkansas;1979;2;9476
Arkansas;1979;3;9926
Arkansas;1979;4;10145
Arkansas;1980;1;10000
Arkansas;1980;2;10080
Arkansas;1980;3;10658
Arkansas;1980;4;10868
Arkansas;1981;1;10951
Arkansas;1981;2;10626
Arkansas;1981;3;10891
Arkansas;1981;4;10316
Arkansas;1982;1;10251
Arkansas;1982;2;10591
Arkansas;1982;3;11077
Arkansas;1982;4;10839
Arkansas;1983;1;11302
Arkansas;1983;2;11620
Arkansas;1983;3;11785
Arkansas;1983;4;11824
Arkansas;1984;1;12013
Arkansas;1984;2;11867
Arkansas;1984;3;11931
Arkansas;1984;4;12085
Arkansas;1985;1;12092
Arkansas;1985;2;11967
Arkansas;1985;3;12377
Arkansas;1985;4;12413
Arkansas;1986;1;12531
Arkansas;1986;2;12839
Arkansas;1986;3;12641
Arkansas;1986;4;12805
Arkansas;1987;1;12887
Arkansas;1987;2;13039
Arkansas;1987;3;12740
Arkansas;1987;4;12386
Arkansas;1988;1;12613
Arkansas;1988;2;12722
Arkansas;1988;3;12650
Arkansas;1988;4;12593
Arkansas;1989;1;12690
Arkansas;1989;2;12661
Arkansas;1989;3;12776
Arkansas;1989;4;12684
Arkansas;1990;1;12755
Arkansas;1990;2;12771
Arkansas;1990;3;12846
Arkansas;1990;4;12792
Arkansas;1991;1;12928
Arkansas;1991;2;12990
Arkansas;1991;3;13109
Arkansas;1991;4;13333
Arkansas;1992;1;13442
Arkansas;1992;2;13378
Arkansas;1992;3;13612
Arkansas;1992;4;13676
Arkansas;1993;1;13796
Arkansas;1993;2;14021
Arkansas;1993;3;14279
Arkansas;1993;4;14450
Arkansas;1994;1;14731
Arkansas;1994;2;14854
Arkansas;1994;3;15036
Arkansas;1994;4;15135
Arkansas;1995;1;15221
Arkansas;1995;2;15638
Arkansas;1995;3;15830
Arkansas;1995;4;15905
Arkansas;1996;1;16141
Arkansas;1996;2;16170
Arkansas;1996;3;16149
Arkansas;1996;4;16319
Arkansas;1997;1;16469
Arkansas;1997;2;16623
Arkansas;1997;3;16711
Arkansas;1997;4;16934
Arkansas;1998;1;17115
Arkansas;1998;2;17109
Arkansas;1998;3;17393
Arkansas;1998;4;17585
Arkansas;1999;1;17657
Arkansas;1999;2;17682
Arkansas;1999;3;17747
Arkansas;1999;4;17812
Arkansas;2000;1;17899
Arkansas;2000;2;18071
Arkansas;2000;3;18177
Arkansas;2000;4;18421
Arkansas;2001;1;18887
Arkansas;2001;2;18994
Arkansas;2001;3;19193
Arkansas;2001;4;19385
Arkansas;2002;1;19460
Arkansas;2002;2;19547
Arkansas;2002;3;19866
Arkansas;2002;4;20108
Arkansas;2003;1;20262
Arkansas;2003;2;20393
Arkansas;2003;3;20638
Arkansas;2003;4;20950
Arkansas;2004;1;21214
Arkansas;2004;2;21563
Arkansas;2004;3;21914
Arkansas;2004;4;22295
Arkansas;2005;1;22622
Arkansas;2005;2;23133
Arkansas;2005;3;23653
Arkansas;2005;4;23975
Arkansas;2006;1;24323
Arkansas;2006;2;24668
Arkansas;2006;3;24932
Arkansas;2006;4;25150
Arkansas;2007;1;25380
Arkansas;2007;2;25528
Arkansas;2007;3;25502
Arkansas;2007;4;25612
Arkansas;2008;1;25593
Arkansas;2008;2;25519
Arkansas;2008;3;25214
Arkansas;2008;4;25344
Arkansas;2009;1;25565
Arkansas;2009;2;25249
Arkansas;2009;3;24841
Arkansas;2009;4;24740
Arkansas;2010;1;24410
Arkansas;2010;2;24486
Arkansas;2010;3;24561
Arkansas;2010;4;24459
Arkansas;2011;1;24064
Arkansas;2011;2;23897
Arkansas;2011;3;24117
Arkansas;2011;4;24233
Arkansas;2012;1;24175
Arkansas;2012;2;23930
Arkansas;2012;3;24264
Arkansas;2012;4;24413
Arkansas;2013;1;24486
Arkansas;2013;2;24527
Arkansas;2013;3;24590
Arkansas;2013;4;24552
Arkansas;2014;1;24688
Arkansas;2014;2;24677
Arkansas;2014;3;24900
Arkansas;2014;4;25177
Arkansas;2015;1;25173
Arkansas;2015;2;25269
Arkansas;2015;3;25613
Arkansas;2015;4;25817
Arkansas;2016;1;25697
Arkansas;2016;2;26059
Arkansas;2016;3;26344
Arkansas;2016;4;26477
Arkansas;2017;1;26767
Arkansas;2017;2;26887
Arkansas;2017;3;27184
Arkansas;2017;4;27408
Arkansas;2018;1;27681
Arkansas;2018;2;27955
Arkansas;2018;3;28199
Arkansas;2018;4;28418
Arkansas;2019;1;28661
Arkansas;2019;2;28993
Arkansas;2019;3;29322
Arkansas;2019;4;29560
Arkansas;2020;1;29745
Arkansas;2020;2;30008
Arkansas;2020;3;30453
Arkansas;2020;4;31204
Arkansas;2021;1;31774
Arkansas;2021;2;33357
Arkansas;2021;3;35227
Arkansas;2021;4;36767
Arkansas;2022;1;37796
Arkansas;2022;2;40135
Arkansas;2022;3;41541
Arkansas;2022;4;41470
Arkansas;2023;1;42159
Arkansas;2023;2;43328
Arkansas;2023;3;44016
Arkansas;2023;4;44269
Arkansas;2024;1;44651
Arkansas;2024;2;45723
Arkansas;2024;3;46383
Arizona;1975;1;5978
Arizona;1975;2;5962
Arizona;1975;3;5936
Arizona;1975;4;5622
Arizona;1976;1;5894
Arizona;1976;2;6301
Arizona;1976;3;6115
Arizona;1976;4;6172
Arizona;1977;1;6374
Arizona;1977;2;6388
Arizona;1977;3;6618
Arizona;1977;4;7015
Arizona;1978;1;7128
Arizona;1978;2;7398
Arizona;1978;3;7885
Arizona;1978;4;8285
Arizona;1979;1;8704
Arizona;1979;2;9260
Arizona;1979;3;9539
Arizona;1979;4;9886
Arizona;1980;1;10000
Arizona;1980;2;9846
Arizona;1980;3;10682
Arizona;1980;4;10761
Arizona;1981;1;10857
Arizona;1981;2;11184
Arizona;1981;3;11591
Arizona;1981;4;10963
Arizona;1982;1;10526
Arizona;1982;2;10882
Arizona;1982;3;10139
Arizona;1982;4;10825
Arizona;1983;1;11875
Arizona;1983;2;11883
Arizona;1983;3;11506
Arizona;1983;4;11266
Arizona;1984;1;11736
Arizona;1984;2;12153
Arizona;1984;3;12264
Arizona;1984;4;12233
Arizona;1985;1;12488
Arizona;1985;2;12540
Arizona;1985;3;12700
Arizona;1985;4;12861
Arizona;1986;1;13120
Arizona;1986;2;13513
Arizona;1986;3;13516
Arizona;1986;4;13272
Arizona;1987;1;13752
Arizona;1987;2;13643
Arizona;1987;3;13549
Arizona;1987;4;13333
Arizona;1988;1;13463
Arizona;1988;2;13592
Arizona;1988;3;13391
Arizona;1988;4;13413
Arizona;1989;1;13291
Arizona;1989;2;13233
Arizona;1989;3;13444
Arizona;1989;4;13373
Arizona;1990;1;13347
Arizona;1990;2;13271
Arizona;1990;3;13386
Arizona;1990;4;13254
Arizona;1991;1;13452
Arizona;1991;2;13554
Arizona;1991;3;13498
Arizona;1991;4;13892
Arizona;1992;1;13960
Arizona;1992;2;13933
Arizona;1992;3;14026
Arizona;1992;4;14111
Arizona;1993;1;14124
Arizona;1993;2;14295
Arizona;1993;3;14409
Arizona;1993;4;14600
Arizona;1994;1;14799
Arizona;1994;2;15009
Arizona;1994;3;15205
Arizona;1994;4;15370
Arizona;1995;1;15564
Arizona;1995;2;15849
Arizona;1995;3;16155
Arizona;1995;4;16364
Arizona;1996;1;16618
Arizona;1996;2;16654
Arizona;1996;3;16811
Arizona;1996;4;16952
Arizona;1997;1;17138
Arizona;1997;2;17225
Arizona;1997;3;17528
Arizona;1997;4;17794
Arizona;1998;1;18044
Arizona;1998;2;18193
Arizona;1998;3;18442
Arizona;1998;4;18655
Arizona;1999;1;18841
Arizona;1999;2;19085
Arizona;1999;3;19346
Arizona;1999;4;19536
Arizona;2000;1;19978
Arizona;2000;2;20197
Arizona;2000;3;20467
Arizona;2000;4;20779
Arizona;2001;1;21243
Arizona;2001;2;21571
Arizona;2001;3;21884
Arizona;2001;4;22095
Arizona;2002;1;22394
Arizona;2002;2;22692
Arizona;2002;3;23079
Arizona;2002;4;23346
Arizona;2003;1;23624
Arizona;2003;2;23871
Arizona;2003;3;24240
Arizona;2003;4;25052
Arizona;2004;1;25492
Arizona;2004;2;26403
Arizona;2004;3;27943
Arizona;2004;4;29092
Arizona;2005;1;30856
Arizona;2005;2;34033
Arizona;2005;3;36929
Arizona;2005;4;39494
Arizona;2006;1;40968
Arizona;2006;2;41837
Arizona;2006;3;42199
Arizona;2006;4;42568
Arizona;2007;1;42397
Arizona;2007;2;42027
Arizona;2007;3;41094
Arizona;2007;4;40398
Arizona;2008;1;39067
Arizona;2008;2;36811
Arizona;2008;3;34128
Arizona;2008;4;32917
Arizona;2009;1;32813
Arizona;2009;2;30473
Arizona;2009;3;28904
Arizona;2009;4;28035
Arizona;2010;1;27247
Arizona;2010;2;26296
Arizona;2010;3;26266
Arizona;2010;4;25613
Arizona;2011;1;24168
Arizona;2011;2;22976
Arizona;2011;3;23166
Arizona;2011;4;23685
Arizona;2012;1;23586
Arizona;2012;2;23873
Arizona;2012;3;24844
Arizona;2012;4;25592
Arizona;2013;1;26216
Arizona;2013;2;27398
Arizona;2013;3;28208
Arizona;2013;4;28992
Arizona;2014;1;29552
Arizona;2014;2;30072
Arizona;2014;3;30376
Arizona;2014;4;30887
Arizona;2015;1;31149
Arizona;2015;2;31812
Arizona;2015;3;32456
Arizona;2015;4;32909
Arizona;2016;1;33299
Arizona;2016;2;33994
Arizona;2016;3;34566
Arizona;2016;4;35116
Arizona;2017;1;35632
Arizona;2017;2;36553
Arizona;2017;3;37321
Arizona;2017;4;37757
Arizona;2018;1;38539
Arizona;2018;2;39353
Arizona;2018;3;40261
Arizona;2018;4;40725
Arizona;2019;1;41249
Arizona;2019;2;42069
Arizona;2019;3;42703
Arizona;2019;4;43440
Arizona;2020;1;44309
Arizona;2020;2;45085
Arizona;2020;3;46186
Arizona;2020;4;47815
Arizona;2021;1;49946
Arizona;2021;2;53927
Arizona;2021;3;58402
Arizona;2021;4;61378
Arizona;2022;1;64312
Arizona;2022;2;69173
Arizona;2022;3;70141
Arizona;2022;4;67718
Arizona;2023;1;67113
Arizona;2023;2;68396
Arizona;2023;3;69913
Arizona;2023;4;70563
Arizona;2024;1;70915
Arizona;2024;2;72325
Arizona;2024;3;73016
California;1975;1;4169
California;1975;2;4277
California;1975;3;4435
California;1975;4;4579
California;1976;1;4782
California;1976;2;5028
California;1976;3;5358
California;1976;4;5560
California;1977;1;5803
California;1977;2;6302
California;1977;3;6797
California;1977;4;7070
California;1978;1;7323
California;1978;2;7599
California;1978;3;7863
California;1978;4;8181
California;1979;1;8488
California;1979;2;8867
California;1979;3;9312
California;1979;4;9639
California;1980;1;10000
California;1980;2;10286
California;1980;3;10654
California;1980;4;10837
California;1981;1;11044
California;1981;2;11290
California;1981;3;11628
California;1981;4;11760
California;1982;1;10408
California;1982;2;10734
California;1982;3;10478
California;1982;4;11585
California;1983;1;11669
California;1983;2;11743
California;1983;3;11722
California;1983;4;11773
California;1984;1;11947
California;1984;2;12009
California;1984;3;12167
California;1984;4;12275
California;1985;1;12449
California;1985;2;12628
California;1985;3;12915
California;1985;4;13055
California;1986;1;13224
California;1986;2;13478
California;1986;3;13773
California;1986;4;14109
California;1987;1;14470
California;1987;2;14825
California;1987;3;15292
California;1987;4;15722
California;1988;1;16300
California;1988;2;16970
California;1988;3;17774
California;1988;4;18746
California;1989;1;19624
California;1989;2;20590
California;1989;3;21780
California;1989;4;22466
California;1990;1;22742
California;1990;2;22816
California;1990;3;23009
California;1990;4;22856
California;1991;1;22848
California;1991;2;22707
California;1991;3;22707
California;1991;4;22874
California;1992;1;22754
California;1992;2;22518
California;1992;3;22474
California;1992;4;22264
California;1993;1;21920
California;1993;2;21732
California;1993;3;21547
California;1993;4;21419
California;1994;1;21208
California;1994;2;20693
California;1994;3;20388
California;1994;4;20099
California;1995;1;19967
California;1995;2;20156
California;1995;3;20390
California;1995;4;20358
California;1996;1;20355
California;1996;2;20096
California;1996;3;20058
California;1996;4;20163
California;1997;1;20258
California;1997;2;20461
California;1997;3;20865
California;1997;4;21230
California;1998;1;21693
California;1998;2;22167
California;1998;3;22752
California;1998;4;23191
California;1999;1;23540
California;1999;2;23939
California;1999;3;24490
California;1999;4;25008
California;2000;1;26095
California;2000;2;26797
California;2000;3;27696
California;2000;4;28553
California;2001;1;29656
California;2001;2;30564
California;2001;3;31207
California;2001;4;31645
California;2002;1;32490
California;2002;2;33593
California;2002;3;34858
California;2002;4;35877
California;2003;1;36705
California;2003;2;37393
California;2003;3;38661
California;2003;4;41132
California;2004;1;42459
California;2004;2;45118
California;2004;3;49705
California;2004;4;51617
California;2005;1;53873
California;2005;2;57033
California;2005;3;59879
California;2005;4;62549
California;2006;1;63852
California;2006;2;64438
California;2006;3;64647
California;2006;4;64276
California;2007;1;63400
California;2007;2;62336
California;2007;3;60006
California;2007;4;57555
California;2008;1;54327
California;2008;2;49837
California;2008;3;46053
California;2008;4;44463
California;2009;1;44064
California;2009;2;42055
California;2009;3;41125
California;2009;4;41257
California;2010;1;40952
California;2010;2;40829
California;2010;3;41054
California;2010;4;40601
California;2011;1;39150
California;2011;2;38521
California;2011;3;38681
California;2011;4;38563
California;2012;1;38133
California;2012;2;38197
California;2012;3;39090
California;2012;4;39920
California;2013;1;40762
California;2013;2;42633
California;2013;3;44729
California;2013;4;46212
California;2014;1;47175
California;2014;2;48453
California;2014;3;49466
California;2014;4;50028
California;2015;1;50552
California;2015;2;51685
California;2015;3;53003
California;2015;4;53735
California;2016;1;54438
California;2016;2;55403
California;2016;3;56616
California;2016;4;57297
California;2017;1;57891
California;2017;2;59094
California;2017;3;60271
California;2017;4;61134
California;2018;1;62180
California;2018;2;63366
California;2018;3;64166
California;2018;4;64158
California;2019;1;64574
California;2019;2;65233
California;2019;3;65923
California;2019;4;66351
California;2020;1;66976
California;2020;2;67744
California;2020;3;68537
California;2020;4;69953
California;2021;1;71910
California;2021;2;76180
California;2021;3;80146
California;2021;4;83397
California;2022;1;86794
California;2022;2;92150
California;2022;3;91581
California;2022;4;89295
California;2023;1;89003
California;2023;2;91285
California;2023;3;92614
California;2023;4;92911
California;2024;1;94151
California;2024;2;95839
California;2024;3;96610
Colorado;1975;1;5434
Colorado;1975;2;5466
Colorado;1975;3;5513
Colorado;1975;4;5466
Colorado;1976;1;5499
Colorado;1976;2;5981
Colorado;1976;3;5965
Colorado;1976;4;6203
Colorado;1977;1;6474
Colorado;1977;2;6534
Colorado;1977;3;6891
Colorado;1977;4;7287
Colorado;1978;1;7584
Colorado;1978;2;7987
Colorado;1978;3;8393
Colorado;1978;4;8727
Colorado;1979;1;9156
Colorado;1979;2;9438
Colorado;1979;3;9737
Colorado;1979;4;9917
Colorado;1980;1;10000
Colorado;1980;2;10210
Colorado;1980;3;10700
Colorado;1980;4;10639
Colorado;1981;1;10631
Colorado;1981;2;10833
Colorado;1981;3;11428
Colorado;1981;4;11026
Colorado;1982;1;11939
Colorado;1982;2;12051
Colorado;1982;3;12253
Colorado;1982;4;12617
Colorado;1983;1;12589
Colorado;1983;2;12495
Colorado;1983;3;12612
Colorado;1983;4;12169
Colorado;1984;1;12579
Colorado;1984;2;12521
Colorado;1984;3;12548
Colorado;1984;4;12319
Colorado;1985;1;12613
Colorado;1985;2;12523
Colorado;1985;3;12631
Colorado;1985;4;12381
Colorado;1986;1;12851
Colorado;1986;2;12918
Colorado;1986;3;12838
Colorado;1986;4;12768
Colorado;1987;1;12942
Colorado;1987;2;12788
Colorado;1987;3;12519
Colorado;1987;4;12410
Colorado;1988;1;12517
Colorado;1988;2;12482
Colorado;1988;3;12355
Colorado;1988;4;12309
Colorado;1989;1;12318
Colorado;1989;2;12419
Colorado;1989;3;12658
Colorado;1989;4;12606
Colorado;1990;1;12673
Colorado;1990;2;12778
Colorado;1990;3;12875
Colorado;1990;4;12904
Colorado;1991;1;13052
Colorado;1991;2;13215
Colorado;1991;3;13335
Colorado;1991;4;13559
Colorado;1992;1;13750
Colorado;1992;2;14057
Colorado;1992;3;14364
Colorado;1992;4;14635
Colorado;1993;1;14904
Colorado;1993;2;15267
Colorado;1993;3;15700
Colorado;1993;4;16089
Colorado;1994;1;16559
Colorado;1994;2;17322
Colorado;1994;3;17754
Colorado;1994;4;17903
Colorado;1995;1;18230
Colorado;1995;2;18592
Colorado;1995;3;18961
Colorado;1995;4;19251
Colorado;1996;1;19489
Colorado;1996;2;19738
Colorado;1996;3;19957
Colorado;1996;4;20233
Colorado;1997;1;20445
Colorado;1997;2;20711
Colorado;1997;3;21043
Colorado;1997;4;21371
Colorado;1998;1;21672
Colorado;1998;2;21933
Colorado;1998;3;22332
Colorado;1998;4;22606
Colorado;1999;1;23042
Colorado;1999;2;23751
Colorado;1999;3;24535
Colorado;1999;4;24959
Colorado;2000;1;25901
Colorado;2000;2;26535
Colorado;2000;3;27233
Colorado;2000;4;27842
Colorado;2001;1;28620
Colorado;2001;2;29203
Colorado;2001;3;29743
Colorado;2001;4;29985
Colorado;2002;1;30334
Colorado;2002;2;30666
Colorado;2002;3;31105
