2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
10251000000000;10581900000000;10929100000000;11456500000000;12217200000000;13039200000000;13815600000000;14474200000000;14769900000000;14478100000000;15049000000000;15599700000000;16254000000000;16880700000000;17608100000000;18295000000000;18804900000000;19612100000000;20656500000000;21540000000000;21354100000000;23681200000000;26006900000000;27720700000000
